,Detection_ID,Observation_ID,Distance,Detection
408,20210510084858-557501018.047333,20210510084838-217799842.357635,49.0,1
409,20210510084914-441114664.077759,20210510084908-909204125.404358,88.0,1
410,20210510084924-692994534.96933,20210510084908-909204125.404358,72.0,1
411,20210510084926-64491152.7633667,20210510084908-909204125.404358,99.0,1
412,20210510084945-497070968.151093,20210510084939-756092607.975006,79.0,1
413,20210510084946-155435681.343079,20210510084939-756092607.975006,102.0,1
414,20210510085316-972729027.271271,20210510085230-757029533.38623,17.0,4
415,20210510085318-804267168.045044,20210510085230-757029533.38623,6.0,4
416,20210510085329-875779688.358307,20210510085321-674826085.567474,72.0,1
417,20210510085332-416648387.908936,20210510085321-674826085.567474,73.0,1
418,20210510085333-123082816.6008,20210510085321-674826085.567474,102.0,1
419,20210510085336-954157948.493958,20210510085321-674826085.567474,103.0,1
420,20210510085337-797297298.908234,20210510085321-674826085.567474,80.0,1
421,20210510085344-696285009.384155,20210510085321-674826085.567474,81.0,1
422,20210510085407-167762815.952301,20210510085400-401604592.80014,42.0,1
423,20210510085409-164234161.376953,20210510085400-401604592.80014,42.0,1
424,20210510085412-509720027.446747,20210510085400-401604592.80014,43.0,1
425,20210510085413-406062722.206116,20210510085400-401604592.80014,43.0,1
426,20210510085415-106133759.021759,20210510085400-401604592.80014,8.0,4
427,20210510085420-276123285.293579,20210510085400-401604592.80014,7.0,4
428,20210510085422-643046796.321869,20210510085400-401604592.80014,6.0,4
429,20210510085424-849099993.70575,20210510085400-401604592.80014,5.0,4
430,20210510085426-497969210.147858,20210510085400-401604592.80014,2.0,4
431,20210510085428-187775135.040283,20210510085400-401604592.80014,12.0,1
432,20210510085431-896616637.706757,20210510085400-401604592.80014,28.0,1
433,20210510085433-372814297.676086,20210510085400-401604592.80014,29.0,1
434,20210510085436-323554813.861847,20210510085400-401604592.80014,8.0,4
435,20210510085438-770832777.023315,20210510085400-401604592.80014,6.0,2
436,20210510085440-218000352.38266,20210510085400-401604592.80014,11.0,1
437,20210510085445-446993231.773376,20210510085400-401604592.80014,3.0,4
438,20210510085447-236027777.194977,20210510085400-401604592.80014,34.0,1
439,20210510085449-878384590.148926,20210510085400-401604592.80014,82.0,1
440,20210510085512-389501869.678497,20210510085503-610432803.630829,25.0,1
441,20210510085859-346957147.121429,20210510085732-330300807.952881,45.0,1
442,20210510085901-2505660.05706787,20210510085732-330300807.952881,49.0,1
443,20210510085903-742342054.843903,20210510085732-330300807.952881,37.0,1
444,20210510085904-840887069.702148,20210510085732-330300807.952881,32.0,1
445,20210510085906-278589427.471161,20210510085732-330300807.952881,18.0,1
446,20210510085911-702970147.132874,20210510085732-330300807.952881,17.0,1
447,20210510085923-741780698.299408,20210510085917-404864609.241486,62.0,1
448,20210510085925-437663912.773132,20210510085917-404864609.241486,48.0,1
449,20210510085927-77980577.9457092,20210510085917-404864609.241486,49.0,1
450,20210510085939-710554242.134094,20210510085934-410631656.646729,32.0,1
451,20210510085941-312288105.487823,20210510085934-410631656.646729,31.0,1
452,20210510085943-798773527.145386,20210510085934-410631656.646729,26.0,1
453,20210510085945-151756227.016449,20210510085934-410631656.646729,27.0,1
454,20210510085947-592991232.872009,20210510085934-410631656.646729,20.0,4
455,20210510085950-956236898.899078,20210510085934-410631656.646729,12.0,4
456,20210510085953-243147850.036621,20210510085934-410631656.646729,66.0,1
457,20210510090006-984253227.710724,20210510085959-939971148.967743,40.0,1
458,20210510090015-632975816.726685,20210510085959-939971148.967743,72.0,1
459,20210510090029-574864923.95401,20210510090023-598856389.522552,50.0,1
460,20210510090031-245173931.121826,20210510090023-598856389.522552,61.0,1
461,20210510090050-438826382.160187,20210510090044-860162436.962128,65.0,1
462,20210510090059-378606200.218201,20210510090055-759979009.628296,37.0,1
463,20210510090414-652376711.368561,20210510090223-581176400.184631,33.0,1
464,20210510090415-900333881.378174,20210510090223-581176400.184631,36.0,1
465,20210510090417-231596648.693085,20210510090223-581176400.184631,24.0,1
466,20210510090419-949905514.717102,20210510090223-581176400.184631,29.0,1
467,20210510090420-846187412.7388,20210510090223-581176400.184631,35.0,1
468,20210510090424-441216230.392456,20210510090223-581176400.184631,37.0,1
469,20210510090426-492006242.275238,20210510090223-581176400.184631,45.0,1
470,20210510090440-382569313.049316,20210510090434-769506812.095642,40.0,1
471,20210510090443-195534884.929657,20210510090434-769506812.095642,29.0,1
472,20210510090445-326157212.257385,20210510090434-769506812.095642,52.0,1
473,20210510090447-413233101.36795,20210510090434-769506812.095642,49.0,1
474,20210510090448-152676820.755005,20210510090434-769506812.095642,60.0,1
475,20210510090510-619831502.437592,20210510090434-769506812.095642,42.0,1
476,20210510090522-692517757.415771,20210510090516-99409937.8585815,18.0,1
477,20210510090616-991402447.223663,20210510090609-504459083.080292,50.0,1
478,20210510091018-891279399.394989,20210510090758-425849318.504333,18.0,1
479,20210510091022-821931481.361389,20210510090758-425849318.504333,20.0,1
480,20210510091030-10293424.1294861,20210510091026-176886856.555939,15.0,1
481,20210510091040-151656985.282898,20210510091026-176886856.555939,42.0,1
482,20210510091042-377407610.416412,20210510091026-176886856.555939,17.0,1
483,20210510091044-188131809.234619,20210510091026-176886856.555939,15.0,1
484,20210510091107-581502735.614777,20210510091057-979530990.123749,78.0,1
485,20210510091109-729410886.764526,20210510091057-979530990.123749,82.0,1
486,20210510091120-28246939.1822815,20210510091113-145000398.159027,27.0,1
487,20210510091121-827898979.187012,20210510091113-145000398.159027,28.0,1
488,20210510091123-783374011.516571,20210510091113-145000398.159027,52.0,1
489,20210510091125-791155457.496643,20210510091113-145000398.159027,40.0,1
490,20210510091139-555113255.977631,20210510091132-332691490.650177,66.0,1
491,20210510091140-803330302.238464,20210510091132-332691490.650177,68.0,1
492,20210510091143-563989222.049713,20210510091132-332691490.650177,70.0,1
493,20210510091145-203582286.834717,20210510091132-332691490.650177,52.0,1
494,20210510091146-207593619.823456,20210510091132-332691490.650177,43.0,1
495,20210510091149-364688038.825989,20210510091132-332691490.650177,45.0,1
496,20210510091151-573519527.91214,20210510091132-332691490.650177,46.0,1
497,20210510091152-344180822.372437,20210510091132-332691490.650177,20.0,1
498,20210510091154-528229653.835297,20210510091132-332691490.650177,21.0,1
499,20210510091156-425485014.915466,20210510091132-332691490.650177,33.0,1
500,20210510092928-258442044.258118,20210510092803-409323275.089264,37.0,1
501,20210510092930-174484074.115753,20210510092803-409323275.089264,42.0,1
502,20210510092944-339090704.917908,20210510092938-694607496.261597,61.0,1
503,20210510092947-692547857.761383,20210510092938-694607496.261597,47.0,1
504,20210510092949-110386848.449707,20210510092938-694607496.261597,62.0,1
505,20210510092950-109738528.728485,20210510092938-694607496.261597,65.0,1
506,20210510092952-290577530.860901,20210510092938-694607496.261597,70.0,1
507,20210510092955-398878395.557404,20210510092938-694607496.261597,71.0,1
508,20210510093005-295580744.743347,20210510092959-559022188.186646,43.0,1
509,20210510093008-807941019.535065,20210510092959-559022188.186646,52.0,1
510,20210510093334-406381666.660309,20210510093251-409597158.432007,39.0,1
511,20210510093343-516088128.089905,20210510093339-950330734.25293,22.0,1
512,20210510093352-223323166.370392,20210510093339-950330734.25293,24.0,4
513,20210510093359-582758188.247681,20210510093339-950330734.25293,23.0,4
514,20210510093402-748532712.459564,20210510093339-950330734.25293,16.0,4
515,20210510093431-283014774.32251,20210510093420-456470370.292664,23.0,1
516,20210510093434-667538344.860077,20210510093420-456470370.292664,20.0,1
517,20210510093436-890127301.216125,20210510093420-456470370.292664,26.0,1
518,20210513134826-45352756.9770813,20210513134425-760723590.85083,6.0,1
519,20210513134831-414032697.677612,20210513134425-760723590.85083,16.0,1
520,20210513134942-373536169.528961,20210513134837-862619340.419769,11.0,1
521,20210513134946-961953163.146973,20210513134837-862619340.419769,26.0,2
522,20210513135026-871445834.636688,20210513134837-862619340.419769,40.0,1
523,20210513135445-53504526.6151428,20210513135031-56236863.1362915,16.0,1
524,20210513135449-592458248.138428,20210513135031-56236863.1362915,13.0,1
525,20210513135451-468700110.912323,20210513135031-56236863.1362915,28.0,1
526,20210513135452-298165440.559387,20210513135031-56236863.1362915,39.0,1
527,20210513135453-622696697.711945,20210513135031-56236863.1362915,12.0,1
528,20210513135456-647821187.973022,20210513135031-56236863.1362915,2.0,4
529,20210513135458-263792932.033539,20210513135031-56236863.1362915,2.0,2
530,20210513135506-279342055.32074,20210513135031-56236863.1362915,3.0,2
531,20210513135521-589163005.35202,20210513135511-829801619.052887,11.0,2
532,20210513135522-986093163.490295,20210513135511-829801619.052887,14.0,1
533,20210513135525-910964310.16922,20210513135511-829801619.052887,16.0,1
534,20210513135527-226866006.851196,20210513135511-829801619.052887,23.0,1
535,20210514083244-414032697.677612,20210514083000-814490020.275116,12.0,4
536,20210514083248-862619340.419769,20210514083000-814490020.275116,31.0,1
537,20210514083249-790480017.662048,20210514083000-814490020.275116,15.0,1
538,20210514083250-373536169.528961,20210514083000-814490020.275116,23.0,1
539,20210514083253-961953163.146973,20210514083000-814490020.275116,16.0,4
540,20210514083301-949556648.731232,20210514083257-871445834.636688,32.0,1
541,20210514083302-364018678.665161,20210514083257-871445834.636688,26.0,1
542,20210514083303-524868428.707123,20210514083257-871445834.636688,12.0,1
543,20210514083304-767111659.049988,20210514083257-871445834.636688,6.0,1
544,20210514083318-468700110.912323,20210514083307-53504526.6151428,12.0,4
545,20210514083320-298165440.559387,20210514083307-53504526.6151428,14.0,4
546,20210514083321-622696697.711945,20210514083307-53504526.6151428,21.0,1
547,20210514083322-647821187.973022,20210514083307-53504526.6151428,2.0,2
548,20210514083324-263792932.033539,20210514083307-53504526.6151428,41.0,1
549,20210514083614-824602127.075195,20210514083609-279342055.32074,18.0,1
550,20210514083630-910964310.16922,20210514083617-589163005.35202,38.0,1
551,20210514083633-226866006.851196,20210514083617-589163005.35202,39.0,1
552,20210514083816-284480273.723602,20210514083734-100052237.510681,13.0,1
553,20210514083818-45649170.8755493,20210514083734-100052237.510681,23.0,1
554,20210514083820-295772850.513458,20210514083734-100052237.510681,15.0,1
555,20210514083822-382010698.318481,20210514083734-100052237.510681,16.0,1
556,20210514083823-300970494.747162,20210514083734-100052237.510681,19.0,1
557,20210514083834-401374340.057373,20210514083826-948571085.929871,43.0,1
558,20210514083837-278279960.155487,20210514083826-948571085.929871,26.0,1
559,20210514083844-646587133.407593,20210514083839-160441517.829895,16.0,1
560,20210514083846-410073220.729828,20210514083839-160441517.829895,13.0,1
561,20210514083849-412766814.231873,20210514083839-160441517.829895,103.0,1
562,20210514083851-712730467.319489,20210514083839-160441517.829895,10.0,1
563,20210514084007-207561135.292053,20210514083853-326206207.275391,30.0,1
564,20210514084010-186013519.763947,20210514083853-326206207.275391,36.0,1
565,20210514084019-457971453.666687,20210514084013-583359003.067017,88.0,1
566,20210514084857-14017641.544342,20210514084653-579518616.199493,36.0,1
567,20210514084858-760723590.85083,20210514084653-579518616.199493,28.0,1
568,20210514084902-814490020.275116,20210514084653-579518616.199493,18.0,1
569,20210514084903-709037899.971008,20210514084653-579518616.199493,29.0,1
570,20210514084905-45352756.9770813,20210514084653-579518616.199493,38.0,1
571,20210514084914-790480017.662048,20210514084907-414032697.677612,13.0,1
572,20210514084929-871445834.636688,20210514084916-373536169.528961,65.0,1
573,20210514084937-364018678.665161,20210514084931-56236863.1362915,63.0,1
574,20210514084939-524868428.707123,20210514084931-56236863.1362915,18.0,1
575,20210514085027-767111659.049988,20210514084931-56236863.1362915,18.0,1
576,20210514085030-53504526.6151428,20210514084931-56236863.1362915,28.0,1
577,20210514085105-592458248.138428,20210514084931-56236863.1362915,16.0,1
578,20210514085116-622696697.711945,20210514085110-468700110.912323,43.0,1
579,20210514085424-106369674.20578,20210514085329-226866006.851196,29.0,1
580,20210514085426-999414563.179016,20210514085329-226866006.851196,38.0,1
581,20210514085428-676175892.353058,20210514085329-226866006.851196,52.0,1
582,20210514085429-15703916.5496826,20210514085329-226866006.851196,29.0,1
583,20210514085431-575183808.803558,20210514085329-226866006.851196,26.0,1
584,20210514085433-100052237.510681,20210514085329-226866006.851196,43.0,1
585,20210514085434-103022634.983063,20210514085329-226866006.851196,19.0,1
586,20210514085443-45649170.8755493,20210514085436-798884391.784668,42.0,1
587,20210514085444-295772850.513458,20210514085436-798884391.784668,19.0,1
588,20210514085452-948571085.929871,20210514085447-382010698.318481,68.0,1
589,20210514085453-979829370.975494,20210514085447-382010698.318481,53.0,1
590,20210514085455-401374340.057373,20210514085447-382010698.318481,201.0,1
591,20210514085458-278279960.155487,20210514085447-382010698.318481,26.0,1
592,20210514085518-646587133.407593,20210514085500-160441517.829895,38.0,1
593,20210514085523-410073220.729828,20210514085500-160441517.829895,42.0,1
594,20210514085710-905729830.265045,20210514085602-583359003.067017,41.0,1
595,20210514085713-261368274.688721,20210514085602-583359003.067017,26.0,1
596,20210514085715-785212218.761444,20210514085602-583359003.067017,12.0,1
597,20210514085716-378902554.512024,20210514085602-583359003.067017,18.0,1
598,20210514085728-631742417.812347,20210514085720-289665043.354034,38.0,1
599,20210514085737-97973823.5473633,20210514085730-627642035.484314,4.0,1
600,20210514085738-561040103.435516,20210514085730-627642035.484314,13.0,1
601,20210514085748-834817171.096802,20210514085740-694485306.739807,68.0,1
602,20210514085800-916163980.960846,20210514085750-22629201.4122009,61.0,1
603,20210514085802-430261135.101318,20210514085750-22629201.4122009,38.0,1
